Timestamp,Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
1772819841.8629344,-23,-21,-28,-22,-7,-18,-10,-6,0,-5,-10,0,1,1,-1,2,-1,-1,-3,2,7,1,6,20,26,2,13,55,3,25,-2,-4
1772819841.8648875,-23,-20,-28,-24,-7,-18,-10,-6,-1,-5,-9,0,0,1,-1,2,0,0,-3,3,8,1,6,20,26,1,12,55,5,24,-3,-5
1772819841.8668406,-23,-20,-27,-26,-7,-18,-10,-7,-2,-5,-8,-1,-1,0,-1,2,1,1,-2,4,9,1,6,20,25,0,11,55,7,23,-3,-5
1772819841.8687937,-23,-19,-27,-27,-7,-18,-9,-7,-2,-5,-8,-1,-1,0,-1,2,2,2,-1,5,9,1,5,21,24,0,9,54,9,22,-3,-6
1772819841.8707469,-22,-18,-27,-28,-7,-18,-9,-7,-3,-5,-7,-2,-1,-1,-1,2,3,4,0,6,9,1,5,21,23,-1,8,53,12,21,-3,-6
1772819841.8727,-22,-17,-27,-28,-7,-17,-9,-7,-3,-6,-7,-4,-2,-2,-1,2,5,5,1,7,9,1,4,21,22,-1,7,51,14,20,-3,-6
1772819841.874653,-21,-16,-27,-28,-6,-17,-9,-7,-4,-6,-7,-5,-2,-3,-1,3,6,7,2,7,9,0,3,21,20,-2,5,49,16,20,-3,-5
1772819841.8766062,-21,-15,-27,-27,-6,-16,-9,-6,-4,-7,-7,-5,-2,-4,-1,3,7,8,2,8,8,0,3,20,19,-2,4,48,17,20,-3,-5
1772819841.8785594,-20,-14,-28,-26,-5,-16,-9,-6,-4,-8,-6,-6,-2,-5,-1,3,8,9,3,8,8,0,2,20,18,-2,3,46,18,20,-3,-4
1772819841.8805125,-20,-13,-28,-24,-5,-15,-9,-5,-4,-8,-6,-7,-1,-5,-1,3,8,10,3,7,7,0,1,19,18,-2,3,44,18,20,-4,-4
1772819841.8824656,-20,-13,-28,-22,-5,-15,-9,-4,-4,-8,-6,-7,-1,-6,-2,3,8,10,3,7,7,0,1,18,17,-2,3,43,18,21,-4,-4
1772819841.8844187,-19,-12,-28,-20,-5,-15,-8,-3,-4,-8,-6,-8,-1,-7,-2,3,8,10,3,6,6,1,1,17,18,-2,3,42,17,22,-4,-3
1772819841.8863719,-19,-12,-28,-18,-5,-14,-8,-2,-4,-8,-6,-8,0,-8,-3,3,7,9,3,5,6,1,1,16,18,-2,3,42,16,23,-4,-3
1772819841.888325,-18,-12,-28,-17,-5,-14,-7,-2,-4,-8,-6,-8,0,-8,-3,2,6,8,2,4,6,1,1,15,19,-1,3,42,16,24,-5,-3
1772819841.890278,-18,-12,-27,-16,-5,-14,-6,-1,-3,-8,-6,-8,0,-9,-4,1,4,7,2,3,6,1,2,15,19,-1,4,42,15,25,-5,-3
1772819841.8922312,-17,-13,-25,-16,-6,-14,-5,-1,-3,-8,-5,-8,0,-9,-5,1,2,5,1,2,6,1,2,15,20,-1,4,43,15,26,-5,-3
1772819841.8941844,-16,-14,-24,-16,-6,-14,-4,0,-3,-8,-5,-8,0,-9,-5,0,1,4,1,1,6,1,3,16,20,0,5,44,15,27,-5,-3
1772819841.8961375,-16,-14,-22,-18,-6,-14,-4,0,-3,-7,-5,-8,0,-10,-6,-1,-1,2,1,0,6,1,4,16,20,0,5,45,15,27,-5,-3
1772819841.8980906,-15,-15,-21,-19,-7,-14,-4,0,-3,-7,-5,-7,0,-9,-6,-2,-2,0,0,0,6,2,4,17,19,0,6,46,16,28,-5,-4
1772819841.9000437,-14,-15,-19,-21,-7,-14,-4,0,-3,-7,-5,-7,0,-9,-5,-2,-3,-1,0,0,6,2,5,18,19,0,6,47,17,28,-5,-4
1772819841.9019969,-13,-16,-18,-24,-7,-14,-4,-1,-3,-7,-4,-6,0,-8,-5,-2,-4,-2,-1,0,6,2,5,18,18,1,6,48,18,27,-4,-5
1772819841.90395,-12,-16,-17,-26,-7,-14,-5,-1,-4,-7,-4,-6,-1,-7,-4,-2,-4,-3,-1,0,6,1,5,19,17,1,7,48,18,26,-4,-5
1772819841.905903,-12,-16,-17,-28,-7,-14,-5,-1,-4,-6,-4,-5,-1,-6,-3,-1,-4,-3,-1,1,5,1,5,19,17,1,7,49,18,25,-3,-5
1772819841.9078562,-11,-16,-18,-30,-6,-14,-6,-1,-4,-6,-3,-4,-2,-4,-2,-1,-3,-4,-2,1,5,1,4,19,16,1,7,48,18,24,-3,-6
1772819841.9098094,-11,-16,-18,-31,-6,-13,-6,-1,-4,-5,-3,-4,-2,-3,0,0,-3,-4,-2,2,4,0,4,19,16,1,8,48,17,23,-2,-6
1772819841.9117625,-11,-16,-19,-31,-5,-13,-6,-1,-4,-5,-2,-3,-3,-2,1,0,-2,-4,-3,3,3,-1,3,18,16,1,8,47,16,22,-2,-6
1772819841.9137156,-11,-15,-20,-31,-5,-12,-6,0,-4,-4,-2,-3,-4,-1,1,1,-2,-4,-3,3,3,-1,3,18,16,0,9,46,14,20,-1,-6
1772819841.9156687,-11,-14,-21,-30,-4,-11,-6,0,-4,-3,-2,-2,-5,-1,2,1,-1,-4,-4,4,3,-2,2,17,17,0,10,45,13,20,-1,-6
1772819841.9176219,-11,-14,-22,-28,-4,-11,-5,1,-4,-3,-3,-2,-6,-1,2,1,-1,-4,-5,4,2,-3,2,17,18,1,11,44,12,19,0,-6
1772819841.919575,-11,-13,-23,-26,-3,-11,-4,1,-4,-3,-4,-3,-7,-2,1,0,-1,-4,-6,4,2,-4,1,17,19,1,12,44,11,19,0,-6
1772819841.921528,-11,-12,-24,-24,-3,-11,-4,2,-5,-3,-5,-3,-8,-3,0,0,-1,-4,-6,4,2,-5,1,17,21,1,13,44,10,19,1,-6
1772819841.9234812,-12,-10,-25,-22,-2,-11,-4,2,-5,-3,-6,-4,-9,-4,-1,-1,-1,-4,-7,5,2,-5,1,17,22,2,14,44,11,20,2,-5
1772819841.9254344,-13,-9,-26,-20,-2,-12,-4,2,-5,-3,-8,-5,-9,-5,-3,-2,-2,-5,-8,5,2,-5,1,18,24,3,15,45,12,21,2,-5
1772819841.9273875,-14,-8,-26,-18,-1,-14,-4,3,-5,-4,-10,-6,-10,-7,-4,-3,-3,-5,-8,4,2,-5,2,18,25,4,15,45,13,22,3,-4
1772819841.9293406,-16,-6,-27,-17,-1,-15,-5,3,-4,-5,-12,-7,-9,-9,-6,-3,-3,-6,-8,4,3,-5,3,19,26,5,16,47,16,23,3,-3
1772819841.9312937,-17,-5,-27,-16,-1,-17,-6,3,-4,-6,-13,-8,-9,-10,-8,-4,-4,-6,-8,4,3,-4,3,19,27,6,17,48,18,25,4,-2
1772819841.9332469,-18,-4,-28,-16,-1,-19,-8,2,-3,-7,-15,-9,-8,-12,-9,-5,-5,-6,-8,3,3,-3,4,20,28,7,17,49,21,26,4,-1
1772819841.9352,-19,-4,-28,-17,0,-20,-10,2,-2,-8,-16,-9,-6,-13,-10,-5,-6,-7,-7,2,3,-2,5,20,29,8,17,49,23,28,4,0
1772819841.937153,-19,-3,-28,-18,0,-21,-11,2,-1,-9,-18,-9,-5,-13,-11,-6,-7,-7,-7,1,2,-1,6,19,29,9,17,50,26,29,4,1
1772819841.9391062,-19,-3,-28,-20,0,-22,-13,1,0,-10,-18,-9,-3,-13,-11,-6,-8,-8,-6,0,2,1,7,19,29,10,16,49,28,29,4,3
1772819841.9410594,-18,-3,-28,-21,0,-22,-14,1,1,-10,-19,-9,-1,-13,-11,-6,-9,-8,-6,-2,1,2,7,18,28,11,16,49,29,30,4,4
1772819841.9430125,-17,-3,-27,-23,0,-21,-14,0,2,-10,-19,-9,1,-12,-11,-6,-10,-9,-6,-4,1,3,8,17,28,11,16,47,30,29,4,5
1772819841.9449656,-16,-3,-27,-24,0,-20,-14,0,3,-11,-18,-8,2,-11,-10,-6,-11,-10,-5,-6,0,4,8,16,27,11,15,46,30,29,4,6
1772819841.9469187,-14,-4,-26,-26,0,-18,-13,0,3,-10,-18,-7,4,-9,-9,-6,-13,-10,-5,-8,-1,4,8,15,26,11,15,44,29,28,4,7
1772819841.9488719,-13,-4,-25,-27,0,-17,-12,-1,4,-10,-17,-6,5,-7,-8,-6,-13,-10,-5,-10,-2,5,7,14,25,11,15,42,28,26,4,7
1772819841.950825,-11,-4,-24,-27,0,-15,-11,0,4,-10,-17,-5,6,-5,-7,-5,-14,-10,-5,-12,-3,5,7,13,23,11,15,40,26,24,4,8
1772819841.952778,-10,-5,-24,-28,1,-13,-9,0,4,-10,-16,-4,6,-3,-6,-5,-14,-10,-5,-13,-3,5,6,12,22,11,15,38,24,22,5,8
1772819841.9547312,-9,-5,-24,-27,1,-11,-8,0,4,-9,-15,-3,7,-1,-5,-5,-14,-10,-5,-14,-4,4,5,11,21,11,15,37,21,21,5,7
1772819841.9566844,-9,-6,-24,-27,1,-10,-7,1,4,-9,-15,-2,7,1,-4,-4,-14,-9,-5,-15,-4,4,5,11,20,11,15,36,18,19,5,7
1772819841.9586375,-9,-7,-24,-26,2,-10,-7,2,4,-9,-14,-1,7,2,-3,-3,-13,-8,-5,-15,-4,4,4,10,19,11,15,34,16,17,5,7
1772819841.9605906,-9,-8,-25,-25,2,-9,-8,2,4,-9,-14,-1,7,4,-3,-3,-12,-6,-4,-15,-4,4,4,10,18,11,14,33,13,16,5,6
1772819841.9625437,-10,-9,-26,-25,2,-9,-8,3,4,-9,-14,0,7,6,-2,-2,-10,-4,-3,-14,-3,4,3,10,17,11,14,32,11,14,5,5
1772819841.9644969,-11,-10,-26,-24,2,-10,-10,3,3,-9,-14,1,7,7,-1,-1,-8,-2,-2,-13,-2,4,3,9,16,10,13,31,8,13,5,5
1772819841.96645,-12,-11,-27,-24,2,-11,-11,4,3,-9,-14,1,8,8,-1,1,-5,1,-1,-11,-1,4,3,9,15,10,12,30,7,12,4,4
1772819841.968403,-13,-11,-28,-24,1,-12,-13,4,3,-10,-14,2,9,9,0,2,-3,3,1,-10,1,5,3,9,14,9,11,29,5,11,3,4
1772819841.9703562,-14,-12,-28,-24,1,-13,-15,4,3,-10,-15,2,9,9,1,4,0,6,3,-8,2,5,3,8,13,9,10,28,4,10,2,4
1772819841.9723094,-15,-12,-29,-25,0,-14,-16,3,3,-10,-15,3,10,10,1,5,2,9,5,-6,3,6,3,8,11,8,8,26,3,9,1,3
1772819841.9742625,-16,-11,-29,-26,-1,-14,-17,3,3,-10,-15,3,11,10,2,6,4,11,6,-4,5,7,3,7,10,7,7,25,3,8,0,3
1772819841.9762156,-17,-10,-28,-28,-1,-15,-17,2,3,-10,-16,3,12,10,2,8,6,13,8,-3,6,7,4,7,9,6,6,23,2,7,-1,3
1772819841.9781687,-17,-9,-28,-30,-2,-16,-17,2,3,-10,-16,3,13,10,2,9,8,15,9,-1,7,8,4,6,8,5,5,22,1,6,-3,3
1772819841.9801219,-18,-8,-28,-31,-2,-16,-16,1,3,-10,-16,4,13,10,3,9,9,16,10,0,8,8,4,6,7,4,4,21,0,5,-4,3
1772819841.982075,-18,-7,-27,-33,-3,-16,-15,1,2,-10,-15,3,13,9,3,10,10,17,11,0,8,9,4,5,7,3,3,20,-1,4,-4,3
1772819841.984028,-17,-5,-27,-34,-3,-15,-13,0,2,-9,-15,3,13,8,3,9,11,18,12,1,9,9,4,5,7,2,3,20,-2,3,-5,3
1772819841.9859812,-17,-4,-27,-36,-3,-15,-11,0,2,-9,-14,3,13,8,3,9,11,18,12,2,9,9,4,5,7,2,3,20,-3,2,-5,3
1772819841.9879344,-17,-2,-27,-36,-3,-14,-10,0,2,-8,-13,2,12,7,2,8,10,17,12,2,9,8,4,5,7,2,4,20,-3,1,-5,3
1772819841.9898875,-17,-1,-26,-36,-3,-13,-8,0,1,-8,-11,2,11,6,2,7,10,17,12,3,9,7,4,4,7,2,4,20,-4,1,-4,3
1772819841.9918406,-16,0,-26,-36,-3,-12,-7,0,1,-7,-10,1,10,5,1,6,10,16,11,4,8,7,4,4,8,2,5,21,-3,1,-4,2
1772819841.9937937,-16,1,-26,-35,-3,-11,-7,0,0,-7,-8,0,8,4,1,5,9,14,10,5,8,6,4,4,8,2,5,21,-3,2,-3,1
1772819841.9957469,-16,3,-26,-34,-3,-10,-7,0,-1,-6,-7,-1,6,3,1,4,8,13,9,6,7,5,3,4,9,2,6,22,-1,3,-2,1
1772819841.9977,-16,4,-25,-33,-3,-9,-7,0,-1,-6,-5,-1,4,2,0,3,8,12,8,7,6,4,3,3,10,2,6,23,0,4,-1,0
1772819841.999653,-16,5,-24,-31,-2,-9,-8,0,-2,-6,-4,-2,3,1,0,2,7,10,7,8,5,2,3,3,10,2,7,23,3,5,-1,-1
1772819842.0016062,-16,6,-23,-29,-2,-8,-9,0,-3,-6,-3,-2,1,0,0,2,7,9,5,8,4,1,2,3,11,2,7,24,5,6,0,-2
1772819842.0035594,-16,7,-22,-28,-2,-9,-9,-1,-3,-6,-2,-3,-1,-1,0,2,7,7,4,9,2,0,2,4,11,2,7,25,8,7,0,-2
1772819842.0055125,-15,8,-21,-26,-3,-9,-10,-1,-4,-6,-1,-3,-2,-1,0,2,6,6,3,9,1,-1,1,4,11,2,8,25,10,7,1,-3
1772819842.0074656,-15,9,-19,-25,-3,-10,-10,-1,-4,-6,-1,-3,-3,-1,1,3,6,5,1,9,-1,-1,1,5,11,2,8,25,13,8,1,-3
1772819842.0094187,-15,10,-18,-23,-3,-11,-10,-1,-4,-7,0,-3,-4,-1,1,3,6,4,0,8,-3,-2,1,5,11,2,8,26,15,8,1,-3
1772819842.0113719,-14,11,-17,-23,-3,-12,-10,-2,-4,-7,-1,-3,-4,0,1,4,6,3,-1,7,-4,-2,0,6,11,2,9,26,16,7,1,-3
1772819842.013325,-14,12,-16,-22,-4,-13,-9,-2,-4,-8,-1,-2,-4,0,2,5,5,3,-2,6,-6,-2,0,7,10,2,9,26,17,6,1,-3
1772819842.015278,-13,12,-15,-21,-4,-14,-9,-3,-4,-8,-1,-2,-3,1,2,5,5,3,-2,5,-7,-2,0,8,10,3,10,27,17,5,1,-2
1772819842.0172312,-12,12,-15,-21,-4,-15,-8,-4,-3,-9,-2,-2,-3,1,2,6,5,3,-3,4,-8,-2,0,9,9,3,10,27,17,4,1,-2
1772819842.0191844,-12,11,-15,-21,-4,-16,-7,-4,-3,-10,-3,-2,-2,2,3,6,5,3,-2,3,-9,-2,0,10,9,4,11,28,16,3,1,-1
1772819842.0211375,-12,10,-15,-21,-5,-17,-6,-5,-2,-11,-4,-1,0,3,3,6,4,3,-2,2,-10,-1,0,11,8,4,12,28,15,2,0,0
1772819842.0230906,-12,9,-15,-20,-5,-17,-6,-5,-2,-12,-5,-1,1,3,3,6,4,4,-2,2,-10,0,0,12,8,5,12,29,14,1,0,1
1772819842.0250437,-12,7,-15,-19,-5,-17,-5,-6,-1,-13,-6,-2,2,3,2,6,4,4,-1,2,-10,1,0,12,7,5,12,29,12,1,1,1
1772819842.0269969,-13,4,-16,-19,-5,-17,-5,-6,-1,-13,-7,-2,3,3,2,6,4,5,0,2,-10,2,1,12,7,6,12,30,11,1,1,2
1772819842.02895,-14,1,-17,-17,-5,-16,-5,-7,0,-14,-8,-2,4,3,2,6,4,5,1,2,-10,2,1,12,7,6,12,30,10,1,1,3
1772819842.030903,-15,-2,-18,-16,-5,-16,-5,-6,0,-15,-9,-2,5,3,2,5,5,6,2,2,-10,3,2,12,7,7,12,31,8,2,1,3
1772819842.0328562,-16,-4,-19,-14,-4,-16,-5,-6,0,-15,-9,-3,5,3,2,5,5,7,3,2,-9,4,2,11,7,7,11,31,7,3,1,3
1772819842.0348094,-18,-7,-20,-12,-4,-16,-5,-6,0,-15,-9,-3,6,2,2,5,6,8,4,3,-9,4,3,10,7,8,11,31,6,4,1,4
1772819842.0367625,-19,-9,-21,-10,-4,-16,-5,-5,1,-15,-9,-3,6,2,2,5,6,8,5,3,-8,4,3,8,7,8,10,30,5,5,1,4
1772819842.0387156,-20,-11,-22,-9,-3,-16,-5,-3,1,-14,-9,-2,6,2,2,6,7,9,5,4,-7,5,3,6,7,8,10,29,4,5,1,3
1772819842.0406687,-21,-12,-24,-7,-3,-17,-6,-2,1,-13,-8,-2,6,2,2,6,8,10,6,4,-7,5,3,5,7,8,9,28,2,5,1,3
1772819842.0426219,-21,-12,-25,-6,-2,-18,-7,-1,1,-12,-8,-1,6,3,3,7,9,11,6,5,-6,5,3,3,7,7,9,26,1,4,1,3
1772819842.044575,-21,-12,-26,-6,-2,-18,-7,1,2,-10,-6,0,6,3,3,7,10,11,6,5,-6,4,2,2,6,7,8,24,0,3,0,2
1772819842.046528,-21,-11,-26,-6,-2,-19,-8,3,2,-8,-5,1,6,4,4,8,10,12,6,6,-5,4,2,1,5,6,7,22,-1,2,-1,2
1772819842.0484812,-20,-9,-27,-7,-2,-20,-9,4,3,-6,-3,3,6,5,5,9,11,12,6,6,-4,4,1,0,4,5,6,20,-3,0,-2,1
1772819842.0504344,-20,-8,-27,-8,-2,-20,-9,5,4,-4,-2,4,7,6,5,9,12,12,7,7,-4,4,1,0,3,4,5,17,-4,-2,-3,1
1772819842.0523875,-18,-6,-26,-9,-2,-21,-10,6,4,-3,0,5,7,7,6,9,12,13,7,7,-3,4,0,1,1,3,4,15,-5,-4,-4,0
1772819842.0543406,-17,-5,-26,-10,-3,-20,-10,6,4,-1,2,7,7,8,7,9,12,12,7,8,-2,4,-1,2,-1,2,3,13,-6,-5,-5,-1
1772819842.0562937,-16,-4,-25,-12,-4,-20,-10,6,4,0,4,8,8,9,7,9,12,12,7,8,-1,4,-1,3,-3,1,2,11,-6,-6,-6,-1
1772819842.0582469,-15,-4,-24,-13,-4,-19,-10,5,4,1,5,8,8,10,7,9,12,12,7,8,-1,4,-1,5,-4,1,1,10,-6,-7,-7,-2
1772819842.0602,-13,-5,-23,-13,-5,-18,-9,4,4,2,6,9,8,11,8,9,11,11,7,8,0,3,-2,6,-6,0,0,10,-5,-7,-8,-2
1772819842.062153,-12,-6,-21,-14,-6,-17,-8,3,4,2,7,9,8,11,8,8,10,11,7,7,0,3,-2,7,-7,0,-1,10,-4,-7,-9,-2
1772819842.0641062,-11,-7,-20,-14,-7,-16,-8,2,3,2,8,9,8,12,8,8,10,10,7,7,0,3,-2,8,-8,0,-1,10,-3,-6,-9,-2
1772819842.0660594,-11,-9,-19,-13,-8,-14,-7,1,3,1,8,9,8,12,8,7,9,9,7,7,0,3,-1,9,-8,0,-2,11,-1,-6,-9,-3
1772819842.0680125,-11,-10,-18,-12,-9,-13,-7,-1,2,0,8,8,8,12,8,6,8,8,7,7,0,3,-1,9,-8,0,-2,12,1,-5,-9,-3
1772819842.0699656,-11,-12,-18,-11,-9,-13,-7,-2,1,-1,8,8,7,12,8,6,8,8,7,7,0,2,-1,9,-7,0,-2,13,4,-4,-9,-3
1772819842.0719187,-12,-13,-18,-10,-9,-12,-7,-2,1,-2,7,7,7,12,8,6,7,7,7,7,0,2,0,9,-6,0,-1,14,6,-4,-9,-2
1772819842.0738719,-13,-14,-18,-8,-9,-12,-8,-3,0,-4,6,7,7,12,9,6,7,7,7,7,-1,2,0,8,-4,0,-1,16,7,-4,-8,-2
1772819842.075825,-14,-14,-18,-6,-9,-12,-8,-3,0,-5,4,6,7,12,9,6,7,7,7,7,-1,2,0,8,-3,1,0,17,9,-4,-8,-2
1772819842.077778,-16,-13,-19,-4,-9,-12,-9,-3,0,-6,3,6,7,12,9,6,7,7,7,7,-1,2,1,7,-1,1,1,17,10,-4,-7,-2
1772819842.0797312,-18,-13,-19,-2,-8,-13,-11,-3,-1,-6,1,5,7,12,8,6,7,6,7,8,-1,2,1,5,1,1,2,18,10,-5,-6,-1
1772819842.0816844,-20,-11,-20,0,-8,-13,-12,-2,0,-7,-2,5,7,11,8,6,7,6,7,8,-1,2,2,4,3,2,3,18,9,-6,-6,-1
1772819842.0836375,-21,-10,-20,2,-7,-14,-13,-2,0,-8,-4,5,7,11,8,6,7,6,7,8,0,3,2,3,4,2,4,18,8,-6,-5,0
1772819842.0855906,-23,-9,-21,5,-6,-14,-14,-1,0,-8,-6,4,7,11,7,6,7,6,7,7,0,3,3,2,6,3,5,18,7,-7,-4,0
1772819842.0875437,-24,-8,-21,7,-6,-14,-15,-1,0,-8,-8,4,7,11,6,5,6,6,7,7,1,3,3,1,7,4,5,19,5,-7,-3,1
1772819842.0894969,-24,-7,-20,10,-5,-15,-15,-1,0,-9,-10,4,7,10,6,5,6,6,6,6,1,3,4,0,8,4,6,19,3,-8,-3,1
1772819842.09145,-25,-6,-20,12,-4,-15,-15,-1,0,-9,-12,3,7,10,5,5,6,6,6,5,2,3,4,-1,9,5,7,19,1,-7,-2,2
1772819842.093403,-24,-6,-20,14,-4,-15,-15,-2,1,-9,-13,3,7,10,4,4,5,6,6,5,2,3,4,-1,9,5,8,19,-1,-7,-1,2
1772819842.0953562,-23,-6,-19,15,-4,-16,-14,-2,0,-9,-13,3,6,10,3,4,5,6,6,4,3,3,4,0,9,6,8,19,-2,-7,-1,2
1772819842.0973094,-22,-7,-19,15,-4,-16,-14,-3,0,-9,-14,3,6,10,3,3,4,6,5,3,3,3,4,1,9,6,8,19,-2,-6,-1,2
1772819842.0992625,-21,-8,-18,15,-4,-16,-13,-5,0,-9,-13,3,6,10,2,3,4,6,5,2,4,3,4,2,9,6,8,20,-2,-5,-1,2
1772819842.1012156,-19,-9,-17,14,-5,-16,-11,-6,0,-9,-12,2,6,10,2,2,4,6,5,2,4,3,4,3,9,6,8,20,-2,-5,-1,2
1772819842.1031687,-17,-10,-17,13,-5,-16,-10,-8,-1,-9,-11,2,5,9,2,2,3,6,5,2,4,3,4,5,8,5,7,21,0,-4,-2,2
1772819842.1051219,-15,-11,-16,11,-6,-16,-9,-9,-1,-9,-10,2,5,9,2,2,4,6,5,2,4,2,4,7,8,5,6,21,1,-3,-3,1
1772819842.107075,-14,-12,-16,9,-7,-16,-8,-10,-1,-9,-8,2,5,9,2,2,4,6,5,3,4,2,3,9,8,4,5,21,3,-3,-3,1
1772819842.109028,-12,-12,-15,7,-8,-15,-7,-11,-2,-9,-6,2,4,9,3,2,4,7,5,4,4,2,3,10,8,2,5,22,5,-2,-4,0
1772819842.1109812,-11,-12,-15,5,-9,-15,-7,-11,-2,-9,-5,1,4,9,4,2,5,7,5,6,3,1,2,11,8,1,4,22,6,-2,-5,-1
1772819842.1129344,-11,-11,-15,3,-10,-14,-6,-11,-3,-9,-3,1,3,9,4,2,6,7,5,7,3,1,1,12,8,0,3,21,6,-2,-6,-2
1772819842.1148875,-11,-10,-15,2,-11,-13,-6,-11,-4,-9,-2,1,3,9,5,3,7,8,5,9,2,0,0,12,8,-1,3,21,6,-2,-7,-3
1772819842.1168406,-11,-8,-15,1,-11,-12,-6,-11,-4,-9,-1,1,2,9,6,4,9,8,5,10,2,-1,-1,12,8,-2,3,20,6,-3,-7,-4
1772819842.1187937,-11,-6,-15,1,-11,-11,-6,-10,-5,-9,-1,1,1,9,7,5,10,9,5,12,1,-1,-1,12,8,-3,3,19,5,-3,-7,-5
1772819842.1207469,-12,-5,-15,1,-11,-10,-6,-9,-5,-10,0,0,1,10,8,5,11,10,5,13,1,-2,-2,11,8,-4,3,18,3,-4,-7,-5
1772819842.1227,-12,-3,-15,2,-11,-9,-7,-8,-6,-10,0,0,0,10,9,6,12,10,5,14,0,-3,-3,11,8,-5,3,17,2,-4,-7,-6
1772819842.124653,-13,-2,-15,3,-10,-8,-7,-7,-6,-10,0,1,0,10,9,7,13,10,5,14,0,-3,-3,10,7,-5,3,16,1,-5,-7,-6
1772819842.1266062,-13,0,-14,3,-10,-8,-7,-6,-7,-10,0,1,0,11,10,8,13,10,5,15,-1,-3,-4,9,6,-5,2,14,0,-6,-7,-6
1772819842.1285594,-13,0,-14,4,-9,-7,-7,-6,-7,-10,-1,1,0,11,10,8,13,10,5,15,-1,-4,-4,9,5,-5,2,13,0,-6,-6,-6
1772819842.1305125,-13,0,-14,5,-9,-7,-7,-5,-7,-9,-1,2,0,11,10,8,13,10,5,14,-1,-4,-4,8,3,-5,2,12,1,-7,-6,-6
1772819842.1324656,-13,-1,-14,5,-8,-7,-7,-4,-7,-9,-1,2,0,12,10,8,12,9,5,14,-1,-3,-3,8,2,-5,2,11,1,-7,-5,-6
1772819842.1344187,-13,-2,-14,5,-7,-7,-7,-3,-6,-8,-2,3,0,12,10,7,11,9,5,13,0,-3,-3,8,0,-5,1,11,3,-8,-5,-5
1772819842.1363719,-12,-3,-14,5,-6,-7,-7,-3,-6,-7,-2,4,0,12,9,7,10,8,5,11,0,-2,-2,8,-2,-4,1,10,4,-8,-5,-5
1772819842.138325,-12,-5,-15,4,-6,-7,-7,-2,-5,-6,-2,5,1,12,9,6,9,7,5,10,1,-2,-1,8,-3,-4,1,10,5,-8,-4,-4
1772819842.140278,-12,-8,-16,3,-5,-8,-7,-1,-4,-4,-2,6,2,12,8,6,7,6,6,9,2,-1,0,8,-4,-3,0,10,5,-8,-4,-3
1772819842.1422312,-12,-10,-17,2,-4,-9,-7,-1,-3,-3,-2,7,3,13,8,5,6,6,6,8,2,0,1,7,-5,-3,0,10,5,-8,-4,-2
1772819842.1441844,-12,-13,-18,0,-4,-10,-8,0,-1,-1,-2,8,4,13,7,5,6,6,7,7,3,1,2,7,-5,-2,0,9,3,-8,-4,-2
1772819842.1461375,-13,-16,-20,-2,-3,-10,-8,1,0,0,-2,10,5,13,7,4,5,6,8,7,4,2,4,6,-5,-2,0,9,1,-7,-4,-1
1772819842.1480906,-14,-18,-21,-4,-2,-11,-9,1,1,2,-2,11,6,14,7,4,5,6,9,6,5,4,4,6,-5,-2,-1,8,-1,-7,-4,0
1772819842.1500437,-16,-20,-22,-6,-2,-12,-9,2,3,3,-2,12,7,15,7,4,5,7,10,6,5,5,5,5,-4,-2,-1,8,-4,-6,-4,0
1772819842.1519969,-17,-21,-23,-7,-2,-12,-10,2,4,4,-2,13,8,15,7,4,5,8,11,6,6,6,6,4,-3,-2,-1,8,-7,-6,-4,1
1772819842.15395,-18,-22,-24,-9,-2,-12,-11,2,5,5,-2,14,9,16,8,4,6,9,11,6,6,6,6,3,-1,-2,-2,8,-10,-6,-5,1
1772819842.155903,-19,-22,-25,-10,-2,-12,-12,2,6,5,-3,15,10,17,8,4,7,10,12,6,6,7,6,2,0,-2,-2,9,-12,-5,-5,1
1772819842.1578562,-20,-21,-25,-11,-3,-12,-13,2,6,5,-3,15,10,18,9,5,7,11,12,6,6,7,6,1,1,-2,-2,9,-13,-5,-6,1
1772819842.1598094,-21,-21,-25,-11,-3,-12,-14,1,6,4,-4,14,10,18,9,5,8,12,12,7,6,7,5,0,3,-3,-3,10,-12,-5,-6,1
1772819842.1617625,-20,-20,-24,-11,-4,-11,-15,1,6,3,-4,14,10,19,10,5,9,12,12,7,6,6,4,-1,4,-3,-3,12,-11,-5,-7,1
1772819842.1637156,-20,-19,-23,-11,-4,-10,-16,0,5,2,-4,13,9,19,10,6,9,13,12,6,5,6,4,-1,4,-3,-4,13,-9,-4,-7,0
1772819842.1656687,-19,-17,-22,-10,-5,-10,-17,-1,4,1,-5,12,8,19,11,7,10,13,11,6,5,5,3,-1,5,-3,-4,14,-6,-4,-7,0
1772819842.1676219,-18,-17,-21,-9,-5,-10,-17,-2,3,0,-5,10,7,18,11,7,10,12,10,6,5,4,2,-1,5,-3,-4,15,-3,-3,-7,-1
1772819842.169575,-16,-16,-19,-8,-6,-9,-17,-2,1,-1,-4,9,5,18,12,8,10,12,9,6,4,3,1,-1,5,-3,-3,16,0,-3,-7,-2
